0.0997 0.0998 0.0999 0.1001 0.1003 0.1003 0.1002 0.1001 0.0999 0.0997 
0.0997 0.0997 0.0998 0.1000 0.1002 0.1003 0.1003 0.1002 0.1000 0.0998 
0.0998 0.0997 0.0998 0.0999 0.1001 0.1002 0.1003 0.1002 0.1001 0.0999 
0.0999 0.0998 0.0998 0.0998 0.0999 0.1001 0.1002 0.1002 0.1002 0.1001 
0.1000 0.0999 0.0998 0.0998 0.0999 0.1000 0.1001 0.1002 0.1002 0.1001 
0.1001 0.1000 0.0999 0.0998 0.0998 0.0999 0.1000 0.1001 0.1002 0.1002 
0.1002 0.1001 0.0999 0.0998 0.0998 0.0998 0.0999 0.1001 0.1002 0.1002 
0.1002 0.1001 0.1000 0.0999 0.0998 0.0998 0.0999 0.1000 0.1001 0.1002 
0.1002 0.1001 0.1001 0.1000 0.0999 0.0998 0.0999 0.0999 0.1000 0.1001 
0.1001 0.1002 0.1001 0.1000 0.1000 0.0999 0.0998 0.0999 0.1000 0.1000 
0.1001 0.1001 0.1001 0.1001 0.1000 0.0999 0.0999 0.0999 0.0999 0.1000 
0.1000 0.1001 0.1001 0.1001 0.1001 0.1000 0.0999 0.0999 0.0999 0.0999 
0.1000 0.1000 0.1001 0.1001 0.1001 0.1000 0.1000 0.0999 0.0999 0.0999 
0.0999 0.1000 0.1000 0.1001 0.1001 0.1001 0.1000 0.1000 0.0999 0.0999 
0.0999 0.0999 0.1000 0.1001 0.1001 0.1001 0.1001 0.1000 0.0999 0.0999 
Equal state : 93
